track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
If Our Love Is Wrong; 3NjaN546wa7PVADtMuec6b; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 203573; 40; 0.0687; 0.412; 0.524; 0; 0.0858; -5.575; 0.0338; 151.699; 4; 
Give Me Something; 6fQNPD6ucOUwXd5ZBlDOPM; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 196640; 35; 0.00122; 0.65; 0.837; 0; 0.385; -5.247; 0.04; 115.059; 4; 
Rhythm Inside; 3X8SgHFyauM0CXhYXoERTR; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 212613; 35; 0.0153; 0.604; 0.61; 0; 0.175; -5.595; 0.0356; 120.548; 4; 
You Are The Reason; 7wZ6DrCIKapZ63zyQyduSX; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 204333; 40; 0.917; 0.36; 0.238; 1.18e-06; 0.137; -7.709; 0.0302; 171.749; 3; 
Come Back Home; 2IuLdJDBIXvepd9VtAX5Xc; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 190533; 37; 0.00762; 0.599; 0.808; 0; 0.0971; -5.155; 0.0326; 131.041; 4; 
Stop Myself Only Human; 4ClPbWBfnnazg2p8kYkZAM; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 207560; 34; 0.127; 0.563; 0.953; 0; 0.105; -3.341; 0.0777; 107.001; 4; 
Dancing On My Own; 099RNSMOOYG1yWsU61JrHE; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 260279; 38; 0.81; 0.683; 0.171; 4.96e-05; 0.0992; -8.729; 0.0313; 112.839; 4; 
Only You; 1wdb66bU8VkDGqQNvWlbYt; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 225386; 35; 0.476; 0.495; 0.669; 6.09e-06; 0.122; -4.966; 0.0447; 81.895; 4; 
Wont Let You Down; 1dGtvxxI4xrwy5nca7R2AF; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 194386; 33; 0.0222; 0.502; 0.64; 0; 0.118; -4.763; 0.031; 149.891; 3; 
What I Miss Most; 4pCzgDFlC3KejijLUrEPnU; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 231160; 35; 0.0317; 0.633; 0.777; 0.000117; 0.124; -6.325; 0.0799; 132.964; 4; 
Hotel Room; 3TaNmRMQqme2Mjr6o9fXxh; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 220173; 34; 0.902; 0.631; 0.279; 0; 0.128; -5.85; 0.0296; 134.211; 4; 
Good To You; 5BNKcQl1xSFILNLS4Fw4pE; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 230386; 33; 0.00118; 0.677; 0.902; 0; 0.163; -4.094; 0.0404; 109.033; 4; 
Not Dark Yet; 6mi3i1s7CZRlbvauLV0QpL; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 215760; 32; 0.923; 0.581; 0.296; 1.41e-06; 0.124; -7.696; 0.0364; 129.909; 4; 
Dancing On My Own Tiësto Remix; 7nTECYhd5oD5AttzbAU47a; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 224053; 36; 0.0163; 0.64; 0.597; 0.000343; 0.0759; -5.499; 0.0333; 122.074; 4; 
You Are The Reason Duet Version; 1x3W8RZxW94lrVGhP95qA6; Only Human Special Edition; 1RcwvxkvyE60CTFNagElek; Calum Scott; 6ydoSd3N2mwgwBHtF6K7eX; 2018-11-30; 190760; 72; 0.382; 0.403; 0.356; 0; 0.148; -7.547; 0.0298; 171.454; 3; 
